,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,-518.1260420314732,57.745829423283915,-6.196878241106477,25.106013206110894,0.9778528362312484,14.290696209281414,-2.1369456997299654,6.895179109068613,-10.570578292678002,2.2829024905447306,-5.972546684857549,5.28883444129351,-5.39642529224044,6.443706196198124,-2.116931908816437,5.087624987903012,-2.8907372784900134,1.900676525891974,-2.3294723080712245,1.5222585770915982
1,-563.071443261512,66.89610613050566,3.0756448245171693,28.34292416838768,-0.2732825783581251,11.68521924884288,-1.0582311050448305,9.12259960281621,-11.527210588522962,4.966846297362778,-8.977858285276623,4.39799424467302,-5.469013542601567,5.796752422252848,-2.5869503437973833,4.695883100874476,-2.2675924752804373,2.024580222131191,-2.9757035613539533,3.0601786053713513
2,-550.9251617833354,59.655633156075496,8.641816057482512,22.441513653327206,-1.2243435792001174,14.410215316210074,-4.406557950287596,10.284039178562113,-11.911836477695541,4.5126797262848815,-5.8445645865507325,3.1209867140935157,-5.949222634167098,5.681730831571916,-0.40105973410778795,3.8102049378225393,-1.0271663409133671,3.3647064887073217,-0.9405766829417785,3.054879017604133
3,-512.9542371082215,50.280140409231755,0.4662753572634638,24.967459722042623,-4.282011412069534,14.784083937705503,-6.122311917024633,12.153853166473661,-11.35619161707621,2.1923133512537234,-3.483429661591239,6.669001863543341,-5.0502920190476175,5.981009620941792,-1.4349244926156721,5.237957358237294,-0.4663268438346497,2.111419963359115,-2.3822183233511107,1.4883573978094982
4,-475.6862276843126,53.45013717215581,-5.295818934213525,20.212671151918144,2.1648805319314577,17.668524902865027,-15.284608607028852,2.8761730661891,-15.83740724112945,4.32211167138556,-13.115247580331458,5.3375857466733905,-10.523245009463635,6.629903216402954,-7.3774363908602405,5.555006575610563,-5.015761213437554,4.815236608848654,-2.2428278598181706,1.5333702002492742
5,-437.13860235274257,41.62540563742972,-9.617282452700351,21.973693523910494,-6.049923915011864,16.28543151394152,-6.578328907024554,6.035342781726595,-13.504932340805675,4.7464470252087345,-7.286932387924628,5.314359742962955,-5.638592543698518,6.723680774051389,-2.981213333733166,7.198669716420661,-2.604565322085074,4.088341650303624,-1.077171323616931,4.161173200224399
6,-407.57153528818213,39.17606094882556,-9.05088009065555,20.61735986003379,-1.8985936107250234,11.247729185558722,-6.494467949531432,6.6281280945984165,-15.97286079468723,5.550674353941249,-6.51127104081442,5.702428686012847,-5.98800691031227,7.053396323608701,-1.0021429357042906,7.365692823014177,-2.4975547469205983,3.9495625672411765,-2.8988798759988277,1.4027653354263696
7,-534.1353592470131,51.97679287845145,6.007605553646422,21.62893130996084,6.70233638072401,17.352550075524455,0.26470649354570985,11.152244510028977,-10.243737013374034,6.7872950100368055,-2.417402228958452,8.12938545611463,-2.6123314372262056,6.5560251017817315,0.7466506120138257,7.546722146372019,0.8438556826161544,4.29119554278277,-0.023575298941724047,5.146740379178093
8,-424.74689705718276,36.7905251877418,-1.1617280102380647,23.492135674387576,-3.371997892593673,15.11663801595993,-8.385491773362716,10.520371554421818,-10.644828455079029,8.07739665062606,-8.183206862059022,5.977760057654216,-6.27361351805187,5.156693032962881,-0.7217171297069191,7.540424707998842,-3.6050645456059893,5.692524990383954,-0.39376471166186927,4.516642374006283
9,-520.0582951739345,48.78924462615215,-4.001814554974367,27.153535410181235,-6.417948619845965,15.832776051566054,-6.886672693052747,6.7118387339529635,-11.238233553380768,1.7239373289578142,-5.36224489201482,5.664207625564297,-5.974386708928008,7.319504023881752,-1.5364503834954661,5.15254464283234,-1.2124760701693615,1.7402651850355981,-0.6222629358605661,1.2288074623569794
10,-495.1266610100676,53.27200071592023,-6.58297552220935,22.64027932356271,-7.022787945003434,17.101452802346596,-5.230889945025767,4.363737378070599,-16.38188868723555,2.3007680924134175,-3.646253558606839,6.052183896025388,-7.545167962963752,5.883592318197168,-3.733279863900863,4.234808081411379,-2.8233932433865183,4.4060875365736925,-0.23232246631283965,2.37974053810067
11,-540.3260018790814,54.347881261053914,1.4781596478394632,25.294828174212025,2.0563864618644803,15.74698413724348,-3.140945743293102,11.242438261576657,-8.926120774985323,4.435987215737429,-4.021684721796713,6.569720085769989,-3.535138935192418,7.964594970172655,-1.5587781911282905,6.901303472661126,-0.8405414265977657,4.254932975332319,-1.5628167168836773,2.191791248261978
12,-431.80857761525317,39.55613594603936,-4.291032677018773,23.97554518235504,-1.3511294408627967,16.914718071600696,-11.118159268835306,6.227662228234446,-12.281692965146428,6.849020780880661,-8.798377064379784,6.3103115739619176,-7.1077537320836806,5.572111394756381,-0.8735325655723802,6.187572091893329,-3.059518867025514,3.953346948250295,1.1023164319658223,4.327801857559296
13,-543.639139105903,54.389526473890164,0.1045811973458301,22.927771096741807,-3.7029850579386,14.263851618007326,-6.997425771420393,9.535188545582919,-10.53558393147266,1.062410899496775,-6.2818389781042985,2.639487341026167,-7.100229395351372,4.435746434212718,-2.4922804373663783,2.538563469088548,-2.0748224350612605,2.2397864125902944,-1.7575625511613264,1.4791451676455354
14,-525.0225504433047,52.18967892618581,4.35849797274378,25.561993936819942,-2.674500582708735,13.995489065113677,-8.304618161081136,10.699790666836702,-10.674084663207418,3.0942190136162817,-6.01300756499493,5.5379821831511356,-6.839635949229813,3.231567218967952,-4.1905866653605806,2.9095425491492075,-3.7853113438142607,1.5086414475629617,-1.8767598021801242,0.8160551837678559
15,-512.9015877073606,53.28964223229532,6.233745750620457,17.49706870599363,6.047229949700748,19.524425159047418,-6.847122069967595,6.652540059082252,-9.505254615559293,11.369798783864164,-6.925956028086082,7.424567108099331,-3.753067829515515,9.80937308291496,-1.0742505343968252,6.072737358871032,-1.3658528338071405,4.356769534189485,-0.5849865249934538,3.6114301412185337
16,-570.9984432817665,53.786500013812386,6.915451012489109,25.2980962718438,2.000373448739466,19.4795680073515,-2.453022886083794,12.95030590149763,-8.934458389788052,6.589942186689418,-3.9197393417888096,8.480653399142302,-1.6538256728289051,9.062813653879154,0.17849263900730467,6.306688143238568,-0.8333676136148847,3.5000029276064555,-1.549233405176032,2.071383183872483
17,-449.02855007824814,46.930691096510024,-5.463681496076443,22.545313087115716,-4.3458337694697295,10.571534224509337,-3.6183801526320085,9.307748787244746,-12.050840501735916,7.9850998231508346,-8.5995537436745,4.665588743162864,-6.20780274210301,6.625556894090486,-3.9350485867908103,6.0143147266748205,-2.3836063596494146,4.822027644744098,-1.75082573702902,1.5682578211319456
18,-458.7044377187638,51.24187725483144,-6.367078030862443,17.102694040648256,5.155260014623209,12.883716088739513,-6.788658356536903,5.106080815157327,-16.54647643172285,9.068959780391834,-8.69548143851604,6.681415762754504,-10.46016000993274,7.672776759212634,-3.3416432814909953,5.423115456006587,-4.752870630449939,3.0878952021662975,-1.8070305946634995,3.6396434722747943
19,-481.9100939287025,60.56833978564502,-5.265640882529632,28.54170372642764,-4.728256953913915,17.0726532613814,-7.214245873311883,8.272082063245263,-11.99281927364042,4.873595545093338,-7.69097684855647,7.911341494925648,-5.782918479788531,5.836389928279543,-1.6628851577300623,5.997635878341158,-3.0730188878687605,3.2422567416759334,-1.5903909347439242,3.5290778983500624
20,-435.3479041731179,37.71831963399077,-2.5228077940304825,23.36365815020491,-7.892266030091703,10.795805197395294,-6.124869438570524,9.24757368108364,-11.071775169678796,5.362833551099518,-5.401713346637126,3.859119619392486,-3.5371733584852305,3.334342492403604,-4.252694977365353,5.042139394000164,-2.590507595111875,3.4775942116322573,-1.5418959761714963,3.190325508655457
21,-413.9951972314283,35.84678808344412,-3.2531874830283165,14.690162915329665,-10.56970457957457,7.730868017422189,-9.510370426827079,8.555996293285611,-12.400791009672245,7.4724652287387485,-7.902202588527191,2.0016711525520576,-4.184634416077432,4.552264058633861,-3.2978112568745246,4.394161055332413,-4.085160503389222,1.8163066874866352,-3.5391550023473908,1.3347301607206357
