,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,label
0,-605.4617053181291,113.44728670394437,2.986988031317455,22.00041149617904,9.143787012328945,18.863259961726904,-17.105851909777634,-0.32486482196861716,-15.267848864470276,-0.130587367589717,-1.0341677532646287,-5.792871415619554,-5.0765937449198395,1.0
1,-609.7524462009611,114.36270671680852,5.405188362608641,22.60249346442972,7.637084011695426,20.09909887484849,-15.872743158398293,2.7058449830699085,-15.86729273192066,1.4503256507635045,0.11722709026927121,-3.3212446412318264,-4.595454607129888,1.0
2,-610.9799266814482,112.42701761159948,12.105393024472004,23.751473713239626,3.576597959066418,20.464225677046844,-15.553205749242988,2.7960964617903468,-17.353023972967087,5.199089824507591,-0.4973004428442293,-5.206368499383416,-2.7409753578918292,1.0
3,-580.729308721035,101.30143073190172,6.070929614499404,17.909599519205603,5.351442791610477,21.75970523003048,-17.832051319029958,0.04016007390649481,-20.943164159791326,-0.604646301372147,-4.673246638456173,-3.8902611562498346,-6.96363151291007,1.0
4,-624.9765324116016,98.37872083849061,8.866854131049864,15.648098156791857,0.9542720770052042,5.348765582193857,-16.704537225381788,-4.08043176916738,-12.423282543613269,-5.049144931025488,-7.409392344499761,-1.7939633915684638,-9.66070641672319,1.0
5,-593.6302289441982,93.48521077622773,2.440173317957197,18.02170170974687,-1.8236326353609844,9.37456646819286,-21.824447531390366,-8.94232326734843,-15.354090668207482,-3.378422483705299,-7.1897751704076445,1.1486691383153749,-10.065853786711488,1.0
6,-611.9367780664404,79.77572876086873,5.2292690930969865,17.293247042011597,-0.34516155834969175,7.494814030519411,-19.249290695556322,-5.4958529762052,-15.011453608681105,-3.225806739363614,-6.241767518816004,-3.923777577768946,-7.125752310958872,1.0
7,-626.872719969142,99.06710731474887,2.7380110430174933,16.819826732058214,-0.7181658920506772,6.423457849369775,-19.70440480518561,-3.2138570887648594,-13.735690247828096,-2.87286712764714,-6.774063325283188,-1.552283915958686,-9.011971538892574,1.0
8,-677.3344872982829,99.22794863396167,-20.65895574583577,9.759624684451959,-0.623116498078855,8.842781803722655,-18.389283219318642,-5.080776245349874,-14.404043320832661,-8.845883165070212,-2.481467847941538,-1.2270349380979977,-7.46293858607843,1.0
9,-717.7488561301989,91.58238099215438,-21.657344212686663,6.379801697210775,0.3816563796172073,8.048369498734363,-18.71062575414954,-3.2999368661805364,-12.763915465857947,-8.004953419892624,-4.4424059322735525,-0.9340403441945949,-6.397298966507599,1.0
10,-658.067590977221,105.56925968391126,-26.995500714913728,8.90552603622962,4.1998293789983885,8.287178941835268,-22.97226075837921,-3.629661938375774,-12.905077138236118,-7.182566315320292,-0.6487014027746609,1.0178594721104686,-5.779248842466773,1.0
11,-678.1833246028779,93.30260306396669,-19.872844481752068,12.313147790379183,-0.1442144570951101,9.782191225888202,-16.86929316934382,-4.144361479534719,-13.10385533577286,-7.60176679105645,-2.2830900941508614,0.1304201612238052,-5.214945312926194,1.0
12,-595.1433361808133,84.65622293086437,-11.92851062849944,5.236733369240341,-5.402560728741429,1.562201379689256,-16.379820592647143,3.890595906709433,-18.68268761639517,-4.376643196595812,-8.76139818460266,-2.0347144005964917,-8.045576948695304,1.0
13,-566.667042298492,92.53936512281483,-12.31206271898361,2.875519035091721,-5.023326502393002,0.9935760855542649,-15.0327297355336,2.5398649062083014,-18.0106768495282,-5.24839759599273,-7.813008652191403,-1.6893467332667522,-7.802292881968718,1.0
14,-610.1424127408316,89.13456090697456,-14.25468809893242,6.95934614896177,1.3492543879393422,-0.42683494322058957,-14.354771558378522,3.7970421970490724,-16.872766723981215,-0.3402718351168094,-6.6888556259715495,-1.4125808534754352,-5.5292979857069,1.0
15,-610.2687224368982,93.56847152824737,-11.57854505513638,5.203897365380961,-0.7702251068722819,1.2355665778183975,-14.66055351470616,2.863732316615782,-16.629443101576502,-3.1779254797642267,-5.81252257365565,-0.3408346578618634,-6.843933586943534,1.0
16,-625.5291321969335,107.32265510276893,8.114887854628428,17.95027657312924,12.075835620603428,20.063944720899972,-3.7225538342444855,14.739423714992169,-0.6597185710254619,-5.913930086820939,-2.5294213642610344,2.7449295203181894,0.7234481939977904,1.0
17,-595.3151040247457,120.87270973234584,10.774109434738257,19.964533970029574,11.802111616470674,24.612120656110633,-3.5164997588970635,16.274062857008825,-5.856323397899209,-11.638202122268995,-1.8924884442141816,5.026453865225357,-2.8474949867681936,1.0
18,-606.9187425572321,113.30457807072386,8.517599149956116,20.730900756010602,8.148141877174622,20.045379272391685,-5.464199672840986,17.352744471163525,-3.4912376423361673,-9.653785626619872,-5.479567150741581,4.310358221542418,-3.661023181744554,1.0
19,-610.1239721975331,108.63469638967337,11.436506200744535,19.87945801783623,11.225223448636651,18.200849512950203,-3.64359345704573,17.465477534330677,-1.9596565067384044,-9.231565784999379,-3.3117878212799465,4.570951776056003,-2.35169645369786,1.0
20,-714.6414345420225,84.37446143251557,4.545505450149528,10.709110905163733,4.138389859592837,14.310967497188413,-0.9892880474018597,0.9169982897829997,-6.8788155883444455,-5.570312207074786,-4.122755576284245,1.7055161733794495,2.695799712147404,1.0
21,-715.1413769486544,94.46269416493077,10.384310442451124,12.240560170721501,5.504516627789844,13.195394483054745,-1.145219801677202,1.576503941727393,-5.039993213956791,-2.54535696791777,-3.8537165602157812,2.661385230910917,0.987176286357344,1.0
22,-721.9934242634984,92.64302590690215,7.677797909581529,10.888825727374138,6.285579317404033,13.912458011975142,-3.6509673921730346,1.897105312249295,-3.9164074554480517,-3.0658317314298995,-4.663576062981089,0.8309367467667079,1.6481003994038883,1.0
23,-697.4710058689933,87.57000001547746,-3.2767012789623475,13.408818853430361,4.161773044899523,12.378400598504733,-2.0005577071460783,0.517860753473961,-5.772052616357188,-6.116099740251477,-7.03982170735499,3.4080819967795146,1.755393567552523,1.0
24,-629.6859211284742,89.22812797824524,-3.2401005751408802,17.83389076918714,-6.906326298646592,15.70903852609466,-17.012799398074268,5.565178620790872,-17.235641301118747,-9.37332832029817,-2.833477914642142,-1.807224877220199,-9.716428254380697,1.0
25,-655.9040485489376,98.2760374677581,-3.804698659195754,15.885419119931838,3.1550832278369536,12.576295624619766,-12.928241798567083,6.34241983810211,-11.411763354445297,-7.500016718596227,-7.991052607574824,1.3332341981377165,-7.71990648262691,1.0
26,-621.7677598269923,98.1402742081421,-1.7028312200801294,16.20344985205071,-1.7108557744444879,17.14989697293921,-13.528027850752643,2.7928082075608214,-16.03922109397964,-11.755356772935338,-6.168728472487877,2.160388538331326,-8.959009131905312,1.0
27,-648.7864066081291,99.84425823152154,-3.1774346932980646,13.567346450648373,3.1546417676234886,9.828431635063097,-13.905964301953679,5.323033759557291,-12.094177913402897,-10.081036731809345,-10.275800457810877,-3.2716553994073614,-8.762219297699145,1.0
28,-591.6323392101348,104.1394408967777,1.0779182496848827,17.217306273255574,7.406476259148091,16.091575535463928,-6.031354065925842,-4.319749467800235,-12.398455784491409,1.305007588843001,-2.4857131476492396,-7.113272813431912,0.4032827066247652,1.0
29,-587.2859325275723,95.32048116672956,-5.991032551430885,19.767289717969632,-1.898710363618754,15.889764218222115,-7.209985098047339,-8.04728896375825,-16.95006735011678,-0.5419780342416586,-9.480988872758106,-8.019212189083621,-0.519378065960768,1.0
30,-594.8642227044894,102.82096751884036,-10.538361096672485,19.61405155900912,-0.3416382561560462,16.548362318569918,-9.564626950745533,-5.854833630954645,-15.772059671689714,1.0769214431420215,-8.652023060564229,-7.6960209559978106,0.7100036415475808,1.0
31,-596.3617140498109,97.33741999257529,-5.169002951897702,12.664091769208296,3.4052606961740643,10.93863457231588,-7.5862753229626,-7.906978521080487,-13.303070812978248,-0.9379968412498125,-4.876372536418838,-9.792471713754377,-0.6504615508150765,1.0
32,-610.416788392255,111.60316925977932,4.215794072391222,11.063419172318754,6.9799304147912835,17.97666080986069,-8.338627229501348,6.309512955779031,-2.8311287566946315,-0.6196294796149604,-3.6262195763973155,-2.306553817728351,-0.913705704582687,1.0
33,-617.2215354109196,108.37041620589456,1.500312742502994,10.0790954801187,8.14834249921871,15.669804154951418,-9.406629608344828,4.453562699209188,-2.7659970666990312,-2.6371050769313933,-3.730079091236786,-1.5262534563910448,-1.9452351506655854,1.0
34,-632.0478617375013,109.73268725280968,0.3500779063597253,12.35782288984282,9.315171131667174,13.977062612098857,-10.882880013739234,6.081568978446971,-0.7222252509591295,-1.6323317078362338,-3.6619273007006803,-1.9400811183133542,-0.8636869605904557,1.0
35,-614.8329800525898,109.75326744721445,4.74456454268093,14.786327704434791,7.814036035220967,16.993308929319472,-9.656770672416267,8.10801018408362,-3.308296079634555,-3.558933724578164,-2.8341442557270904,-0.8345584353587442,-1.581418214147511,1.0
36,-561.8327557470448,103.33670462815269,-1.5330090278062927,5.409104865184359,6.142410550193055,24.78985149020321,-18.54215554359883,3.1314178983912706,-7.420623772295998,-8.029537532889506,-12.872091389915216,-3.194403165024912,-0.5391455178161636,1.0
37,-593.2168936416424,113.1231201524047,-2.647253579991926,8.56044145041819,5.730580027476008,23.464924647459846,-17.833273004383557,2.2912659877043033,-9.78970644124837,-4.377702774522781,-14.62497357811408,-4.0367328783461724,0.1264185968251532,1.0
38,-577.2372661755115,107.88419442527136,-1.7766983836402312,5.448182578220063,9.549769062484827,25.570698390746017,-16.81525624480495,5.65991895347069,-3.9982859042263255,-3.895491793440265,-12.50201477627343,-2.442807896478072,2.427155603816427,1.0
39,-575.2855313344385,99.2850189762358,-5.19275344897628,6.287891949680202,4.584628632410856,23.72838996341979,-19.40047178367626,4.233504120318973,-6.228385235207095,-6.761927027021214,-13.062638616708353,-4.354514753185934,-0.027646153464353552,1.0
40,-656.1072302297935,100.01663968592423,-1.9856022579973573,15.713872279781453,-9.19011895815215,18.448595172133707,-17.942985652908586,4.756081470846634,-11.642042668424224,-7.70273440566305,-11.59233746613082,-3.73811829036151,-0.5917321312689069,1.0
41,-637.2270634841786,79.18185008371044,-2.6967453165472968,13.231712301034134,-7.843980603869115,16.925813979598715,-15.084865838740077,-1.3799450185411468,-12.041222076152733,-8.640465165338227,-9.051993233697297,-3.402192613688028,-0.9500268540608966,1.0
42,-644.1989995165945,87.15031121822457,0.2670412259311283,14.96754126976823,-9.984605501777414,19.816739755446406,-13.435933330224795,5.751670811887942,-15.228905214643667,-9.545778951795368,-9.301555455431773,-0.19423946992064509,-1.2095669688867394,1.0
